證券代碼,年月日,成交量(千股)_週,收盤價(元),收盤價(元)_週
2886 兆豐金,2016-03-18,106258,23,19.35
2887 台新金,2016-03-18,102837,11.65,8.91
2890 永豐金,2016-03-18,101173,9.84,7.84
2891 中信金,2016-03-18,184048,16.95,13.56
2892 第一金,2016-03-18,138787,16.1,12.75
2912 統一超,2016-03-18,7333,223.5,194.95
3008 大立光,2016-03-18,5140,2560,2447.73
3045 台灣大,2016-03-18,22833,103,88.45
3481 群創,2016-03-18,459398,10.9,9.91
4904 遠傳,2016-03-18,24755,71.9,62.2
4938 和碩,2016-03-18,38262,80.8,67.74
5871 中租-KY,2016-03-18,28431,56.1,48.28
5880 合庫金,2016-03-18,59676,14.5,11.47
6505 台塑化,2016-03-18,30118,92.7,79.75
9904 寶成,2016-03-18,36244,41.2,36.2
0050 元大台灣50,2016-03-18,132166,64.7,59.84
1101 台泥,2016-03-25,31862,31.3,25.39
1102 亞泥,2016-03-25,13846,29.9,27.13
1216 統一,2016-03-25,47635,56.9,49.49
1301 台塑,2016-03-25,22967,79.2,68.26
1303 南亞,2016-03-25,22857,66.7,56.16
1326 台化,2016-03-25,22157,78.6,66.96
1402 遠東新,2016-03-25,21096,26.9,24.1
2002 中鋼,2016-03-25,94775,22.5,20.52
2105 正新,2016-03-25,23134,61,53.47
2301 光寶科,2016-03-25,20314,37.5,31.01
2303 聯電,2016-03-25,82055,13.1,11.6
2308 台達電,2016-03-25,18458,140,125.49
2317 鴻海,2016-03-25,103182,83.8,82.85
2327 國巨,2016-03-25,2783,53.7,69.66
2330 台積電,2016-03-25,122599,158,141.96
2354 鴻準,2016-03-25,22516,71.1,62.32
2357 華碩,2016-03-25,4209,287,241.26
2382 廣達,2016-03-25,26724,56.6,47.76
2395 研華,2016-03-25,4054,235,195.94
2408 南亞科,2016-03-25,26060,40.05,34.74
2409 友達,2016-03-25,220307,9.55,7.88
2412 中華電,2016-03-25,56013,110.5,96.47
2454 聯發科,2016-03-25,24917,243.5,216.4
2474 可成,2016-03-25,25202,266.5,239.61
2492 華新科,2016-03-25,17355,25.8,27.16
2801 彰銀,2016-03-25,18636,16.9,13.63
2823 中壽,2016-03-25,42647,25.05,19.4
2880 華南金,2016-03-25,27007,15.85,12.26
2881 富邦金,2016-03-25,96336,39.95,34.73
2882 國泰金,2016-03-25,111137,37.9,32.84
2883 開發金,2016-03-25,114651,8.5,7.13
2884 玉山金,2016-03-25,101440,18.05,13.15
2885 元大金,2016-03-25,105018,11.5,10.32
2886 兆豐金,2016-03-25,70165,22.95,19.31
2887 台新金,2016-03-25,60520,11.45,8.76
2890 永豐金,2016-03-25,75218,9.79,7.8
2891 中信金,2016-03-25,110831,16.8,13.44
2892 第一金,2016-03-25,64115,15.95,12.63
2912 統一超,2016-03-25,5406,224,195.39
3008 大立光,2016-03-25,3143,2470,2361.67
3045 台灣大,2016-03-25,13478,104.5,89.74
3481 群創,2016-03-25,228471,10.8,9.82
4904 遠傳,2016-03-25,19709,72.2,62.46
4938 和碩,2016-03-25,53849,76.1,63.8
5871 中租-KY,2016-03-25,10363,55.6,47.85
5880 合庫金,2016-03-25,33071,14.4,11.39
6505 台塑化,2016-03-25,23042,92.3,79.41
9904 寶成,2016-03-25,33716,42.4,37.25
0050 元大台灣50,2016-03-25,38579,64.05,59.24
1101 台泥,2016-04-01,28307,30.8,24.98
1102 亞泥,2016-04-01,18683,28.7,26.04
1216 統一,2016-04-01,56924,55.8,48.53
1301 台塑,2016-04-01,35597,79.5,68.52
1303 南亞,2016-04-01,30346,66.9,56.33
1326 台化,2016-04-01,32134,81.1,69.09
1402 遠東新,2016-04-01,36666,25.6,22.93
2002 中鋼,2016-04-01,113102,21.95,20.01
2105 正新,2016-04-01,40976,64,56.1
2301 光寶科,2016-04-01,31642,38.6,31.92
2303 聯電,2016-04-01,138744,13.15,11.65
2308 台達電,2016-04-01,18592,140,125.49
2317 鴻海,2016-04-01,166310,83,82.05
2327 國巨,2016-04-01,3219,53.2,69.01
2330 台積電,2016-04-01,169761,158.5,142.41
2354 鴻準,2016-04-01,33784,72.4,63.46
2357 華碩,2016-04-01,6232,283.5,238.32
2382 廣達,2016-04-01,29234,56,47.26
2395 研華,2016-04-01,4143,235,195.94
2408 南亞科,2016-04-01,19785,39.9,34.61
2409 友達,2016-04-01,297240,9.51,7.85
2412 中華電,2016-04-01,40741,109.5,95.6
2454 聯發科,2016-04-01,27637,241,214.18
2474 可成,2016-04-01,41678,259,232.87
2492 華新科,2016-04-01,30567,25,26.32
2801 彰銀,2016-04-01,28889,16.65,13.43
2823 中壽,2016-04-01,50557,24.7,19.13
2880 華南金,2016-04-01,37669,15.7,12.14
2881 富邦金,2016-04-01,133605,40.4,35.12
2882 國泰金,2016-04-01,100797,37.75,32.71
2883 開發金,2016-04-01,128535,8.47,7.11
2884 玉山金,2016-04-01,72029,18.05,13.15
2885 元大金,2016-04-01,94753,11.35,10.18
2886 兆豐金,2016-04-01,112775,22.65,19.06
2887 台新金,2016-04-01,101623,11.3,8.64
2890 永豐金,2016-04-01,107744,9.79,7.8
2891 中信金,2016-04-01,175427,16.75,13.4
2892 第一金,2016-04-01,84911,15.9,12.59
2912 統一超,2016-04-01,12323,236,205.86
3008 大立光,2016-04-01,3952,2510,2399.92
3045 台灣大,2016-04-01,15276,104.5,89.74
3481 群創,2016-04-01,545664,11.2,10.18
4904 遠傳,2016-04-01,16069,71.2,61.59
4938 和碩,2016-04-01,36578,73.4,61.54
5871 中租-KY,2016-04-01,11021,55.4,47.68
5880 合庫金,2016-04-01,44232,14.35,11.35
6505 台塑化,2016-04-01,18378,92.9,79.92
9904 寶成,2016-04-01,51021,40.05,35.19
0050 元大台灣50,2016-04-01,67908,63.9,59.1
1101 台泥,2016-04-08,24444,30.2,24.5
1102 亞泥,2016-04-08,13940,27.55,25
1216 統一,2016-04-08,40821,55.6,48.36
1301 台塑,2016-04-08,19726,78.9,68
1303 南亞,2016-04-08,22962,65.6,55.23
1326 台化,2016-04-08,17271,80.1,68.24
1402 遠東新,2016-04-08,27060,24.25,21.73
2002 中鋼,2016-04-08,103225,21.2,19.33
2105 正新,2016-04-08,15570,63,55.22
2301 光寶科,2016-04-08,24003,39.25,32.46
2303 聯電,2016-04-08,135637,12.75,11.29
2308 台達電,2016-04-08,13678,140,125.49
2317 鴻海,2016-04-08,89723,81.9,80.97
2327 國巨,2016-04-08,5008,56.2,72.9
2330 台積電,2016-04-08,141391,157.5,141.51
2354 鴻準,2016-04-08,15239,71.1,62.32
2357 華碩,2016-04-08,5129,283.5,238.32
2382 廣達,2016-04-08,23193,55.5,46.83
2395 研華,2016-04-08,2550,226,188.43
2408 南亞科,2016-04-08,12881,38.6,33.48
2409 友達,2016-04-08,224693,9.71,8.01
2412 中華電,2016-04-08,27537,108.5,94.73
2454 聯發科,2016-04-08,22340,229.5,203.96
2474 可成,2016-04-08,25262,255.5,229.72
2492 華新科,2016-04-08,10001,25.3,26.63
2801 彰銀,2016-04-08,17549,16.3,13.15
2823 中壽,2016-04-08,44732,23.25,18.01
2880 華南金,2016-04-08,27130,15.45,11.95
2881 富邦金,2016-04-08,79353,39.6,34.42
2882 國泰金,2016-04-08,78832,36.3,31.46
2883 開發金,2016-04-08,88052,8.2,6.88
2884 玉山金,2016-04-08,54539,17.65,12.85
2885 元大金,2016-04-08,114910,10.85,9.73
2886 兆豐金,2016-04-08,71133,22.25,18.72
2887 台新金,2016-04-08,60419,11.25,8.6
2890 永豐金,2016-04-08,58073,9.67,7.7
2891 中信金,2016-04-08,138600,16.3,13.04
2892 第一金,2016-04-08,53457,15.6,12.36
2912 統一超,2016-04-08,5639,228,198.88
3008 大立光,2016-04-08,3033,2445,2337.77
3045 台灣大,2016-04-08,11480,104,89.31
3481 群創,2016-04-08,224443,11.1,10.09
4904 遠傳,2016-04-08,8514,70.7,61.16
4938 和碩,2016-04-08,29325,72.9,61.12
5871 中租-KY,2016-04-08,7616,54.8,47.16
5880 合庫金,2016-04-08,32590,14.2,11.23
6505 台塑化,2016-04-08,14447,89.9,77.34
9904 寶成,2016-04-08,23269,40.1,35.23
0050 元大台灣50,2016-04-08,35934,62.75,58.04
1101 台泥,2016-04-15,63251,33.55,27.21
1102 亞泥,2016-04-15,21946,29.9,27.13
1216 統一,2016-04-15,65031,59,51.32
1301 台塑,2016-04-15,29376,82,70.67
1303 南亞,2016-04-15,27263,66.3,55.82
1326 台化,2016-04-15,37367,84.8,72.24
1402 遠東新,2016-04-15,29830,25.75,23.07
2002 中鋼,2016-04-15,176302,22.7,20.7
2105 正新,2016-04-15,53966,67.5,59.17
2301 光寶科,2016-04-15,25900,39.8,32.91
2303 聯電,2016-04-15,172445,12.85,11.38
2308 台達電,2016-04-15,26779,150,134.46
2317 鴻海,2016-04-15,102685,82.9,81.96
2327 國巨,2016-04-15,6776,59.2,76.8
2330 台積電,2016-04-15,160116,159.5,143.31
2354 鴻準,2016-04-15,23899,72.8,63.81
2357 華碩,2016-04-15,5035,284.5,239.16
2382 廣達,2016-04-15,26962,55.3,46.67
2395 研華,2016-04-15,3261,232.5,193.85
2408 南亞科,2016-04-15,32029,38.9,33.75
2409 友達,2016-04-15,260303,9.9,8.17
2412 中華電,2016-04-15,28224,110.5,96.47
2454 聯發科,2016-04-15,32003,234,207.96
2474 可成,2016-04-15,31629,264,237.36
2492 華新科,2016-04-15,33744,28,29.48
2801 彰銀,2016-04-15,21534,16.7,13.47
2823 中壽,2016-04-15,43360,24.85,19.25
2880 華南金,2016-04-15,32179,15.9,12.3
2881 富邦金,2016-04-15,92882,40.75,35.42
2882 國泰金,2016-04-15,121769,36.6,31.72
2883 開發金,2016-04-15,103649,8.45,7.09
2884 玉山金,2016-04-15,65127,18.05,13.15
2885 元大金,2016-04-15,129164,10.95,9.82
2886 兆豐金,2016-04-15,102694,23,19.35
2887 台新金,2016-04-15,93882,11.65,8.91
2890 永豐金,2016-04-15,56192,9.88,7.87
2891 中信金,2016-04-15,153841,16.4,13.12
2892 第一金,2016-04-15,74621,15.9,12.59
2912 統一超,2016-04-15,4460,235,204.98
3008 大立光,2016-04-15,6133,2465,2356.89
3045 台灣大,2016-04-15,15195,106.5,91.46
3481 群創,2016-04-15,228618,11.2,10.18
4904 遠傳,2016-04-15,17423,71.8,62.11
4938 和碩,2016-04-15,44430,73.5,61.62
5871 中租-KY,2016-04-15,17862,56.6,48.71
5880 合庫金,2016-04-15,42322,14.35,11.35
6505 台塑化,2016-04-15,19317,94,80.87
9904 寶成,2016-04-15,30652,41,36.02
0050 元大台灣50,2016-04-15,39754,64.25,59.43
1101 台泥,2016-04-22,33909,33.1,26.85
1102 亞泥,2016-04-22,17642,29.25,26.54
1216 統一,2016-04-22,31917,58.5,50.88
1301 台塑,2016-04-22,29865,81,69.81
1303 南亞,2016-04-22,34773,65,54.73
1326 台化,2016-04-22,35787,84.1,71.64
1402 遠東新,2016-04-22,25472,24.85,22.26
2002 中鋼,2016-04-22,157790,22.85,20.84
2105 正新,2016-04-22,56596,69,60.48
2301 光寶科,2016-04-22,24244,40.2,33.24
2303 聯電,2016-04-22,150276,12.7,11.25
2308 台達電,2016-04-22,40983,150,134.46
2317 鴻海,2016-04-22,122573,81,80.08
2327 國巨,2016-04-22,7541,54.4,70.57
2330 台積電,2016-04-22,151572,156.5,140.61
2354 鴻準,2016-04-22,23433,69.7,61.1
2357 華碩,2016-04-22,6214,287.5,241.68
2382 廣達,2016-04-22,22933,54.2,45.74
2395 研華,2016-04-22,3446,222.5,185.52
2408 南亞科,2016-04-22,24008,37.2,32.27
2409 友達,2016-04-22,205953,9.9,8.17
2412 中華電,2016-04-22,41555,110.5,96.47
2454 聯發科,2016-04-22,17101,230,204.41
2474 可成,2016-04-22,57700,233.5,209.94
2492 華新科,2016-04-22,19884,23.7,24.95
2801 彰銀,2016-04-22,25919,16.9,13.63
2823 中壽,2016-04-22,53799,24.5,18.98
2880 華南金,2016-04-22,30626,15.7,12.14
2881 富邦金,2016-04-22,80354,39.85,34.64
2882 國泰金,2016-04-22,91029,36.15,31.33
2883 開發金,2016-04-22,71501,8.43,7.07
2884 玉山金,2016-04-22,76831,17.6,12.82
2885 元大金,2016-04-22,78667,10.75,9.64
2886 兆豐金,2016-04-22,97881,23.05,19.39
2887 台新金,2016-04-22,101210,11.9,9.1
2890 永豐金,2016-04-22,53856,9.69,7.72
2891 中信金,2016-04-22,132121,16.35,13.08
2892 第一金,2016-04-22,70882,15.7,12.44
2912 統一超,2016-04-22,6267,232.5,202.8
3008 大立光,2016-04-22,5168,2240,2141.76
3045 台灣大,2016-04-22,13860,106,91.03
3481 群創,2016-04-22,152778,10.85,9.86
4904 遠傳,2016-04-22,24910,72.5,62.72
4938 和碩,2016-04-22,43930,68.2,57.18
5871 中租-KY,2016-04-22,10506,55.8,48.02
5880 合庫金,2016-04-22,31761,14.3,11.31
6505 台塑化,2016-04-22,20261,90.6,77.94
9904 寶成,2016-04-22,21990,40.55,35.63
0050 元大台灣50,2016-04-22,22750,63.2,58.45
1101 台泥,2016-04-29,23870,32.9,26.69
1102 亞泥,2016-04-29,14919,28.75,26.08
1216 統一,2016-04-29,32565,58.2,50.62
1301 台塑,2016-04-29,35381,80.3,69.21
1303 南亞,2016-04-29,32935,63.2,53.21
1326 台化,2016-04-29,23651,82.4,70.2
1402 遠東新,2016-04-29,34228,24.15,21.64
2002 中鋼,2016-04-29,169647,22.65,20.65
2105 正新,2016-04-29,29492,67.1,58.82
2301 光寶科,2016-04-29,22833,39.3,32.5
2303 聯電,2016-04-29,206893,12,10.63
2308 台達電,2016-04-29,24534,150,134.46
2317 鴻海,2016-04-29,125955,77.1,76.22
2327 國巨,2016-04-29,5568,52.6,68.23
2330 台積電,2016-04-29,195418,150,134.77
2354 鴻準,2016-04-29,17683,66.6,58.38
2357 華碩,2016-04-29,5866,283.5,238.32
2382 廣達,2016-04-29,23947,52,43.88
2395 研華,2016-04-29,2670,228,190.1
2408 南亞科,2016-04-29,37798,37.7,32.7
2409 友達,2016-04-29,190790,9.4,7.76
2412 中華電,2016-04-29,47138,109,95.16
2454 聯發科,2016-04-29,40206,230,204.41
2474 可成,2016-04-29,35162,227,204.1
2492 華新科,2016-04-29,31790,26.5,27.9
2801 彰銀,2016-04-29,26788,16.85,13.59
2823 中壽,2016-04-29,26888,24.35,18.86
2880 華南金,2016-04-29,37563,15.65,12.1
2881 富邦金,2016-04-29,86778,39.25,34.12
2882 國泰金,2016-04-29,75763,36.25,31.41
2883 開發金,2016-04-29,106376,8.23,6.91
2884 玉山金,2016-04-29,62404,17.9,13.04
2885 元大金,2016-04-29,98967,10.65,9.55
2886 兆豐金,2016-04-29,131647,22.9,19.27
2887 台新金,2016-04-29,211412,12.2,9.33
2890 永豐金,2016-04-29,82385,9.56,7.62
2891 中信金,2016-04-29,128770,16.4,13.12
2892 第一金,2016-04-29,58040,15.8,12.51
2912 統一超,2016-04-29,4350,228.5,199.31
3008 大立光,2016-04-29,6420,2270,2170.44
3045 台灣大,2016-04-29,11444,106.5,91.46
3481 群創,2016-04-29,194455,10,9.09
4904 遠傳,2016-04-29,26788,72.8,62.98
4938 和碩,2016-04-29,40120,68.3,57.26
5871 中租-KY,2016-04-29,14959,54.2,46.64
5880 合庫金,2016-04-29,36030,14.25,11.27
6505 台塑化,2016-04-29,16170,91.7,78.89
9904 寶成,2016-04-29,35057,40.7,35.76
0050 元大台灣50,2016-04-29,27817,61.6,56.97
1101 台泥,2016-05-06,33147,30.7,24.9
1102 亞泥,2016-05-06,18700,27.2,24.68
1216 統一,2016-05-06,32856,57.3,49.84
1301 台塑,2016-05-06,26279,77.8,67.05
1303 南亞,2016-05-06,29963,60.2,50.69
1326 台化,2016-05-06,28278,80.4,68.49
1402 遠東新,2016-05-06,30988,23.2,20.78
2002 中鋼,2016-05-06,161223,20.9,19.06
2105 正新,2016-05-06,24086,63.6,55.75
2301 光寶科,2016-05-06,22339,36.8,30.43
2303 聯電,2016-05-06,189662,11.3,10.01
2308 台達電,2016-05-06,20891,140.5,125.94
2317 鴻海,2016-05-06,136229,73.8,72.96
2327 國巨,2016-05-06,3881,52.2,67.71
2330 台積電,2016-05-06,204584,148,132.97
2354 鴻準,2016-05-06,16940,62.8,55.05
2357 華碩,2016-05-06,6669,264,221.93
2382 廣達,2016-05-06,25524,51,43.04
2395 研華,2016-05-06,4514,219.5,183.01
2408 南亞科,2016-05-06,16950,37.9,32.88
2409 友達,2016-05-06,233941,8.63,7.12
2412 中華電,2016-05-06,38277,110,96.03
2454 聯發科,2016-05-06,69384,192,170.63
2474 可成,2016-05-06,51816,214,192.41
2492 華新科,2016-05-06,10190,25.6,26.95
2801 彰銀,2016-05-06,32097,16.2,13.07
2823 中壽,2016-05-06,32589,23.35,18.09
2880 華南金,2016-05-06,49829,15.45,11.95
2881 富邦金,2016-05-06,75488,37,32.16
2882 國泰金,2016-05-06,88768,35.7,30.94
2883 開發金,2016-05-06,115973,7.81,6.55
2884 玉山金,2016-05-06,115990,16.85,12.27
2885 元大金,2016-05-06,121795,10.15,9.1
2886 兆豐金,2016-05-06,97334,22.8,19.18
2887 台新金,2016-05-06,78083,11.95,9.14
2890 永豐金,2016-05-06,73388,9.23,7.35
2891 中信金,2016-05-06,170251,16.2,12.96
2892 第一金,2016-05-06,139394,16,12.67
2912 統一超,2016-05-06,3926,226,197.13
3008 大立光,2016-05-06,3601,2335,2232.59
3045 台灣大,2016-05-06,12845,107,91.89
3481 群創,2016-05-06,139821,9.48,8.62
4904 遠傳,2016-05-06,24070,73.3,63.41
4938 和碩,2016-05-06,36894,65.5,54.91
5871 中租-KY,2016-05-06,19308,50.5,43.46
5880 合庫金,2016-05-06,41784,13.8,10.91
6505 台塑化,2016-05-06,16403,90,77.43
9904 寶成,2016-05-06,29009,38.6,33.91
0050 元大台灣50,2016-05-06,60811,59.7,55.22
1101 台泥,2016-05-13,28248,29,23.52
1102 亞泥,2016-05-13,21911,25.55,23.18
1216 統一,2016-05-13,45254,60.8,52.88
1301 台塑,2016-05-13,25539,76.5,65.93
1303 南亞,2016-05-13,32486,59.5,50.1
1326 台化,2016-05-13,30134,81.8,69.68
1402 遠東新,2016-05-13,27429,22.6,20.25
2002 中鋼,2016-05-13,142825,20.05,18.28
2105 正新,2016-05-13,39207,66.9,58.64
2301 光寶科,2016-05-13,26858,38.55,31.88
2303 聯電,2016-05-13,160965,11.3,10.01
2308 台達電,2016-05-13,20023,140.5,125.94
2317 鴻海,2016-05-13,185603,74.4,73.55
2327 國巨,2016-05-13,2222,53.3,69.14
2330 台積電,2016-05-13,209326,144,129.38
2354 鴻準,2016-05-13,20911,65.6,57.5
2357 華碩,2016-05-13,7438,263,221.09
2382 廣達,2016-05-13,33384,54.4,45.91
2395 研華,2016-05-13,6392,222,185.1
2408 南亞科,2016-05-13,38474,39.9,34.61
2409 友達,2016-05-13,202482,8.58,7.08
2412 中華電,2016-05-13,44352,112,97.78
2454 聯發科,2016-05-13,34665,200,177.74
2474 可成,2016-05-13,36435,210.5,189.26
2492 華新科,2016-05-13,19311,26.8,28.21
2801 彰銀,2016-05-13,25798,15.9,12.83
2823 中壽,2016-05-13,27966,23.3,18.05
2880 華南金,2016-05-13,41795,15.8,12.22
2881 富邦金,2016-05-13,102534,35.7,31.03
2882 國泰金,2016-05-13,89456,34.6,29.98
2883 開發金,2016-05-13,125291,7.6,6.38
2884 玉山金,2016-05-13,125904,16.8,12.24
2885 元大金,2016-05-13,175342,10.15,9.1
2886 兆豐金,2016-05-13,110356,23.15,19.48
2887 台新金,2016-05-13,77849,11.55,8.83
2890 永豐金,2016-05-13,78553,9.12,7.27
2891 中信金,2016-05-13,141684,16.15,12.92
2892 第一金,2016-05-13,75520,15.9,12.59
2912 統一超,2016-05-13,5439,235.5,205.42
3008 大立光,2016-05-13,6137,2635,2519.44
3045 台灣大,2016-05-13,23677,110.5,94.89
3481 群創,2016-05-13,135048,9.23,8.39
4904 遠傳,2016-05-13,21363,75.2,65.05
4938 和碩,2016-05-13,74886,60.4,50.64
5871 中租-KY,2016-05-13,21788,50.2,43.2
5880 合庫金,2016-05-13,39624,13.7,10.83
6505 台塑化,2016-05-13,25901,85.3,73.39
9904 寶成,2016-05-13,28264,40.15,35.27
0050 元大台灣50,2016-05-13,89771,59.15,54.71
1101 台泥,2016-05-20,38938,28.3,22.96
1102 亞泥,2016-05-20,25135,23.8,21.59
1216 統一,2016-05-20,36284,60,52.19
1301 台塑,2016-05-20,28670,76.3,65.76
1303 南亞,2016-05-20,30021,59.2,49.85
1326 台化,2016-05-20,29390,80.8,68.83
1402 遠東新,2016-05-20,38782,22.45,20.11
2002 中鋼,2016-05-20,115127,19.8,18.05
2105 正新,2016-05-20,54102,67,58.73
2301 光寶科,2016-05-20,33560,40.95,33.86
2303 聯電,2016-05-20,151027,11.55,10.23
2308 台達電,2016-05-20,15574,138,123.7
2317 鴻海,2016-05-20,134023,74,73.16
2327 國巨,2016-05-20,2048,52.4,67.97
2330 台積電,2016-05-20,169301,148.5,133.42
2354 鴻準,2016-05-20,27259,70.7,61.97
2357 華碩,2016-05-20,6473,253,212.68
2382 廣達,2016-05-20,25738,54.7,46.16
2395 研華,2016-05-20,3118,225,187.6
2408 南亞科,2016-05-20,43551,39.1,33.92
2409 友達,2016-05-20,193783,8.55,7.06
2412 中華電,2016-05-20,35631,110,96.03
2454 聯發科,2016-05-20,27558,202,179.52
2474 可成,2016-05-20,38313,231,207.69
2492 華新科,2016-05-20,38775,27.8,29.27
2801 彰銀,2016-05-20,27881,16,12.91
2823 中壽,2016-05-20,36285,23.2,17.97
2880 華南金,2016-05-20,43822,15.65,12.1
2881 富邦金,2016-05-20,77025,36.45,31.68
2882 國泰金,2016-05-20,82277,35.1,30.42
2883 開發金,2016-05-20,135434,7.72,6.48
2884 玉山金,2016-05-20,118119,17.3,12.6
2885 元大金,2016-05-20,136834,10.15,9.1
2886 兆豐金,2016-05-20,88133,23,19.35
2887 台新金,2016-05-20,66905,11.75,8.98
2890 永豐金,2016-05-20,70172,9.23,7.35
2891 中信金,2016-05-20,127109,16.35,13.08
2892 第一金,2016-05-20,76522,16,12.67
2912 統一超,2016-05-20,6796,238,207.6
3008 大立光,2016-05-20,3772,2645,2529
3045 台灣大,2016-05-20,18373,111,95.32
3481 群創,2016-05-20,175871,9.2,8.36
4904 遠傳,2016-05-20,14926,74.9,64.79
4938 和碩,2016-05-20,50902,60.4,50.64
5871 中租-KY,2016-05-20,18092,49.8,42.86
5880 合庫金,2016-05-20,36892,13.6,10.75
6505 台塑化,2016-05-20,18220,86.8,74.68
9904 寶成,2016-05-20,32859,41.95,36.86
0050 元大台灣50,2016-05-20,43746,60,55.49
1101 台泥,2016-05-27,25972,29.45,23.89
1102 亞泥,2016-05-27,24666,24.45,22.18
1216 統一,2016-05-27,30787,60.2,52.36
1301 台塑,2016-05-27,20197,78.4,67.57
1303 南亞,2016-05-27,20191,60.8,51.19
1326 台化,2016-05-27,18787,81.5,69.43
1402 遠東新,2016-05-27,26836,23.1,20.7
2002 中鋼,2016-05-27,97728,20.4,18.6
2105 正新,2016-05-27,51624,68,59.6
2301 光寶科,2016-05-27,36848,42,34.73
2303 聯電,2016-05-27,168500,12.15,10.76
2308 台達電,2016-05-27,14653,143,128.18
2317 鴻海,2016-05-27,165033,78.4,77.51
2327 國巨,2016-05-27,3777,55.6,72.13
2330 台積電,2016-05-27,156702,156.5,140.61
2354 鴻準,2016-05-27,29349,73.1,64.08
2357 華碩,2016-05-27,6606,272.5,229.07
2382 廣達,2016-05-27,20408,57.2,48.27
2395 研華,2016-05-27,3402,240.5,200.52
2408 南亞科,2016-05-27,37899,39.8,34.53
2409 友達,2016-05-27,228219,9.02,7.44
2412 中華電,2016-05-27,30569,110.5,96.47
2454 聯發科,2016-05-27,31187,212.5,188.85
2474 可成,2016-05-27,51453,246,221.18
2492 華新科,2016-05-27,44876,31.15,32.79
2801 彰銀,2016-05-27,16549,16.5,13.31
2823 中壽,2016-05-27,46149,24.9,19.29
2880 華南金,2016-05-27,51381,16.35,12.64
2881 富邦金,2016-05-27,96888,37.8,32.86
2882 國泰金,2016-05-27,108767,37.6,32.58
2883 開發金,2016-05-27,118710,8.08,6.78
2884 玉山金,2016-05-27,115735,17.75,12.93
2885 元大金,2016-05-27,88919,10.7,9.6
2886 兆豐金,2016-05-27,91884,23.55,19.82
2887 台新金,2016-05-27,68879,12.1,9.25
2890 永豐金,2016-05-27,64284,9.55,7.61
2891 中信金,2016-05-27,167088,17,13.6
2892 第一金,2016-05-27,107417,16.3,12.91
2912 統一超,2016-05-27,4357,240.5,209.78
3008 大立光,2016-05-27,4534,2685,2567.24
3045 台灣大,2016-05-27,18266,111,95.32
3481 群創,2016-05-27,251674,9.78,8.89
4904 遠傳,2016-05-27,16998,74.7,64.62
4938 和碩,2016-05-27,61183,66.6,55.84
5871 中租-KY,2016-05-27,26210,50.1,43.12
5880 合庫金,2016-05-27,28181,14,11.07
6505 台塑化,2016-05-27,17012,89.9,77.34
9904 寶成,2016-05-27,23030,42.85,37.65
0050 元大台灣50,2016-05-27,105745,62.6,57.9
1101 台泥,2016-06-04,39313,30.6,24.82
1102 亞泥,2016-06-04,21136,25.55,23.18
1216 統一,2016-06-04,45674,62.3,54.19
1301 台塑,2016-06-04,26885,78.8,67.92
1303 南亞,2016-06-04,37607,62.5,52.62
1326 台化,2016-06-04,24625,82,69.85
1402 遠東新,2016-06-04,31136,23.45,21.01
2002 中鋼,2016-06-04,126891,20.9,19.06
2105 正新,2016-06-04,72509,67.3,58.99
2301 光寶科,2016-06-04,43219,41.75,34.52
2303 聯電,2016-06-04,155296,12.35,10.94
2308 台達電,2016-06-04,30470,151,135.35
2317 鴻海,2016-06-04,172294,80.2,79.29
2327 國巨,2016-06-04,3525,54.8,71.09
2330 台積電,2016-06-04,192883,160,143.76
2354 鴻準,2016-06-04,28418,74.4,65.22
2357 華碩,2016-06-04,8075,282,237.06
2382 廣達,2016-06-04,31187,57.6,48.61
2395 研華,2016-06-04,4928,243,202.61
2408 南亞科,2016-06-04,117580,39.15,33.96
2409 友達,2016-06-04,238076,9.19,7.58
2412 中華電,2016-06-04,56086,112,97.78
2454 聯發科,2016-06-04,51534,225,199.96
2474 可成,2016-06-04,27166,247.5,222.53
2492 華新科,2016-06-04,21448,30,31.58
2801 彰銀,2016-06-04,27925,16.55,13.35
2823 中壽,2016-06-04,85576,25.3,19.6
2880 華南金,2016-06-04,66100,16.45,12.72
2881 富邦金,2016-06-04,112298,38.5,33.47
2882 國泰金,2016-06-04,118990,37.7,32.67
2883 開發金,2016-06-04,256836,7.81,6.98
2884 玉山金,2016-06-04,88039,18.3,13.33
2885 元大金,2016-06-04,516129,10.65,9.55
2886 兆豐金,2016-06-04,107520,24.2,20.36
2887 台新金,2016-06-04,110997,12.3,9.41
2890 永豐金,2016-06-04,91335,9.6,7.65
2891 中信金,2016-06-04,250197,17.05,13.64
2892 第一金,2016-06-04,194728,16.6,13.15
2912 統一超,2016-06-04,5859,249.5,217.63
3008 大立光,2016-06-04,4104,2895,2768.03
3045 台灣大,2016-06-04,18071,111.5,95.75
3481 群創,2016-06-04,235639,9.68,8.8
4904 遠傳,2016-06-04,17716,75.2,65.05
4938 和碩,2016-06-04,43109,68.6,57.51
5871 中租-KY,2016-06-04,29227,50.6,43.55
5880 合庫金,2016-06-04,50544,14.2,11.23
6505 台塑化,2016-06-04,20800,88.8,76.4
9904 寶成,2016-06-04,33325,42.85,37.65
0050 元大台灣50,2016-06-04,89308,63.95,59.15
1101 台泥,2016-06-08,18859,31.6,25.63
1102 亞泥,2016-06-08,14320,26,23.59
1216 統一,2016-06-08,36059,63,54.8
